name,nickname,country_code,age,height,average,global_position,value,wage,best_foot,weak_foot_5stars,heading,jump,long_pass,short_pass,dribbling,acceleration,speed,shot_power,long_shot,stamina,defense,interception,team_id_fk,game
Carlos Embalo,C. Embalo,gw,23,175,71,Centrocampista,3200000.0,3000.0,Zurdo,3,54,58,60,64,72,91,91,67,60,84,75,12,320,fifa19
Florian Sotoca,F. Sotoca,fr,27,187,71,Delantero,2500000.0,6000.0,Diestro,3,70,77,65,66,64,81,82,74,61,83,115,32,480,fifa19
Hiroyuki Abe,H. Abe,jp,28,170,71,Centrocampista,2400000.0,8000.0,Diestro,5,39,34,65,68,68,76,78,60,54,70,95,33,219,fifa19
Jake Cooper,J. Cooper,gb-eng,23,193,71,Defensa,2600000.0,8000.0,Zurdo,2,80,77,60,57,45,52,55,42,22,72,211,70,408,fifa19
Juan Forlín,J. Forlín,ar,30,180,71,Defensa,1800000.0,8000.0,Diestro,3,70,80,58,59,53,58,61,60,27,74,213,71,237,fifa19
Scott Malone,S. Malone,gb-eng,27,189,71,Defensa,2000000.0,20000.0,Zurdo,3,57,71,64,67,74,69,77,69,65,75,202,71,263,fifa19
Mauricio Cuero,M. Cuero,co,25,178,71,Centrocampista,2800000.0,10000.0,Diestro,3,53,61,58,60,75,86,83,77,70,65,79,19,376,fifa19
Gaetano Berardi,G. Berardi,ch,29,179,71,Defensa,1800000.0,30000.0,Diestro,2,57,84,57,65,60,77,74,60,43,82,213,72,129,fifa19
Slobodan Medojević,S. Medojević,rs,27,183,71,Centrocampista,2000000.0,10000.0,Diestro,3,71,70,69,67,61,65,65,65,47,68,216,70,338,fifa19
Konstantin Kerschbaumer,K. Kerschbaumer,at,26,180,71,Centrocampista,2700000.0,15000.0,Diestro,4,48,66,68,74,66,69,75,72,68,87,182,65,300,fifa19
Timothy Derijck,T. Derijck,be,31,186,71,Defensa,1600000.0,10000.0,Diestro,4,73,53,66,64,43,51,52,44,56,67,209,73,241,fifa19
Matěj Hanousek,M. Hanousek,cz,25,182,71,Defensa,2400000.0,1000.0,Zurdo,2,61,77,54,67,64,86,88,62,48,82,191,68,186,fifa19
Abdul Khalili,A. Khalili,se,26,182,71,Centrocampista,2800000.0,10000.0,Diestro,2,51,58,68,72,72,69,72,70,68,77,188,70,137,fifa19
Paulo Díaz,P. Díaz,cl,23,180,71,Defensa,2800000.0,20000.0,Diestro,3,71,85,71,66,62,77,79,49,43,76,209,71,127,fifa19
James Morrison,J. Morrison,gb-sct,32,178,71,Centrocampista,1800000.0,20000.0,Diestro,3,63,51,70,74,71,59,54,80,73,50,181,59,194,fifa19
Martin Frýdek,M. Frýdek,cz,26,179,71,Centrocampista,2700000.0,1000.0,Zurdo,3,65,80,70,70,68,77,76,72,69,84,201,72,186,fifa19
Srdjan Plavšić,S. Plavšić,rs,22,166,71,Centrocampista,3200000.0,1000.0,Zurdo,3,43,84,57,67,74,88,82,76,67,72,71,27,186,fifa19
Fernando Dos Santos Pedro,Fernando,br,19,176,71,Centrocampista,5000000.0,500,Diestro,3,36,43,42,66,78,87,85,58,66,54,94,18,67,fifa19
Daniel Villalva,D. Villalva,ar,25,159,71,Delantero,2600000.0,8000.0,Diestro,4,61,78,59,70,75,79,79,72,66,72,67,49,330,fifa19
Harrison Reed,H. Reed,gb-eng,23,176,71,Centrocampista,2800000.0,20000.0,Diestro,3,46,59,66,74,66,67,63,65,62,74,209,71,122,fifa19
Tommy Oar,T. Oar,au,26,172,71,Centrocampista,2500000.0,3000.0,Zurdo,4,31,58,57,67,71,84,78,69,63,73,115,41,481,fifa19
Diego Contento,D. Contento,de,28,177,71,Defensa,1900000.0,15000.0,Zurdo,3,66,66,66,70,70,67,69,69,58,69,215,69,218,fifa19
Simone Padoin,S. Padoin,it,34,178,71,Defensa,675000.0,20000.0,Diestro,3,68,69,72,75,74,68,68,74,73,59,215,70,93,fifa19
Henrik Dalsgaard,H. Dalsgaard,dk,28,192,71,Defensa,1900000.0,30000.0,Diestro,3,62,65,58,64,66,77,82,67,54,70,209,75,249,fifa19
Francisco Montañés Claverías,Paco Montañés,es,31,173,71,Centrocampista,2100000.0,8000.0,Diestro,4,42,79,60,65,74,89,85,75,63,66,116,38,353,fifa19
Przemysław Frankowski,P. Frankowski,pl,23,173,71,Centrocampista,3200000.0,5000.0,Diestro,3,57,72,67,68,64,93,92,58,56,83,141,48,82,fifa19
Chuba Akpom,C. Akpom,gb-eng,22,186,71,Delantero,3400000.0,1000.0,Diestro,3,67,82,45,65,69,81,83,73,66,67,65,29,131,fifa19
Syam Ben Youssef,S. Ben Youssef,tn,29,189,71,Defensa,1800000.0,10000.0,Diestro,3,67,83,51,58,50,61,65,60,40,73,213,68,137,fifa19
Cristopher Toselli,C. Toselli,cl,30,183,71,Portero,1500000.0,6000.0,Diestro,3,17,76,32,41,16,56,43,30,20,44,53,30,248,fifa19
Jonathan David,J. David,ca,18,177,71,Delantero,4900000.0,8000.0,Diestro,5,58,78,58,68,73,81,80,71,61,68,61,17,241,fifa19
Matteo Tosetti,M. Tosetti,ch,26,176,71,Centrocampista,2500000.0,10000.0,Diestro,4,44,51,69,72,68,82,82,57,56,72,108,43,482,fifa19
In Seong Kim,Kim In Seong,kr,28,180,71,Centrocampista,2400000.0,7000.0,Diestro,3,45,81,62,71,72,93,95,66,40,37,96,22,409,fifa19
Alexander Baumjohann,A. Baumjohann,de,31,178,71,Centrocampista,2100000.0,7000.0,Diestro,4,59,53,66,69,78,70,68,64,63,51,95,28,450,fifa19
André Mikael Milazar Santoso,André Milazisco,br,34,188,71,Portero,950000.0,8000.0,Zurdo,1,8,66,13,19,8,33,35,21,9,35,38,26,216,fifa19
Ryota Nagaki,R. Nagaki,jp,30,173,71,Centrocampista,2200000.0,9000.0,Diestro,2,57,68,70,72,66,38,51,65,61,73,218,74,391,fifa19
Ante Budimir,A. Budimir,hr,26,190,71,Delantero,2600000.0,8000.0,Zurdo,4,73,50,30,57,65,52,68,70,64,71,91,24,390,fifa19
Maxime Colin,M. Colin,fr,26,180,71,Defensa,2300000.0,15000.0,Diestro,4,64,91,66,64,68,75,76,60,26,77,212,68,297,fifa19
James Troisi,J. Troisi,au,29,176,71,Centrocampista,2300000.0,8000.0,Zurdo,3,56,76,65,70,70,76,72,75,68,74,100,43,149,fifa19
Ibrahima Sissoko,I. Sissoko,fr,20,193,71,Centrocampista,4500000.0,10000.0,Diestro,4,58,59,70,77,66,50,53,68,56,79,210,72,121,fifa19
Ali Turan,A. Turan,tr,34,186,71,Defensa,725000.0,10000.0,Diestro,3,73,62,63,65,57,35,33,62,44,33,211,72,240,fifa19
Michał Pazdan,M. Pazdan,pl,30,181,71,Defensa,1800000.0,15000.0,Diestro,4,66,86,64,66,47,54,46,62,49,57,209,72,261,fifa19
Andreas Voglsammer,A. Voglsammer,de,26,178,71,Delantero,2800000.0,10000.0,Diestro,3,70,82,36,66,65,75,78,70,63,80,96,29,298,fifa19
Jun Ho Son,Son Jun Ho,kr,26,178,71,Centrocampista,2700000.0,8000.0,Diestro,3,58,61,73,74,62,52,60,70,67,90,184,65,323,fifa19
Taiseer Al Jassam,T. Al Jassam,sa,33,169,71,Centrocampista,1400000.0,20000.0,Diestro,3,67,59,72,74,69,69,67,66,70,70,207,69,127,fifa19
Abdallah El Said,A. El Said,eg,32,175,71,Centrocampista,0,0,Diestro,4,64,54,69,72,71,74,69,78,73,68,103,42,,fifa19
Andy Yiadom,A. Yiadom,gh,26,180,71,Defensa,2300000.0,20000.0,Diestro,3,53,69,55,64,74,84,85,56,49,78,208,71,302,fifa19
Yamil Asad,Y. Asad,ar,23,177,71,Centrocampista,3200000.0,9000.0,Diestro,3,52,72,66,70,74,77,73,70,67,80,180,57,226,fifa19
Shoma Doi,S. Doi,jp,26,172,71,Delantero,2800000.0,10000.0,Diestro,4,65,63,66,73,74,70,73,67,65,70,133,38,391,fifa19
Iasmin Latovlevici,I. Latovlevici,ro,32,176,71,Defensa,1300000.0,10000.0,Zurdo,3,63,65,66,71,66,75,68,72,64,76,210,72,287,fifa19
Javairô Dilrosun,J. Dilrosun,nl,20,175,71,Centrocampista,5000000.0,10000.0,Zurdo,2,32,40,50,65,74,83,92,70,40,68,125,45,54,fifa19
Yevhen Makarenko,Y. Makarenko,ua,27,184,71,Centrocampista,2200000.0,10000.0,Zurdo,3,64,62,71,72,65,61,72,73,67,57,209,74,176,fifa19
Erwin Zelazny,E. Zelazny,fr,26,186,71,Portero,2100000.0,10000.0,Zurdo,2,12,52,28,37,12,46,44,12,8,21,41,25,143,fifa19
Alfredo Kulembe Ribeiro,Fredy,ao,28,170,71,Delantero,2400000.0,15000.0,Diestro,3,45,66,59,63,70,89,90,65,59,67,60,23,430,fifa19
Marcos Júnio Lima dos Santos,Marcos Júnior,br,25,167,71,Centrocampista,3000000.0,5000.0,Diestro,4,56,50,60,69,73,91,87,63,64,73,89,30,366,fifa19
Marc Pugh,M. Pugh,gb-eng,31,180,71,Centrocampista,2100000.0,40000.0,Diestro,4,66,62,59,69,75,71,62,67,66,70,130,37,92,fifa19
Deni Milošević,D. Milošević,ba,23,182,71,Centrocampista,3200000.0,10000.0,Diestro,3,34,59,68,71,73,67,66,73,72,71,112,29,240,fifa19
Stefan Posch,S. Posch,at,21,188,71,Defensa,3000000.0,15000.0,Diestro,3,68,72,45,62,28,54,55,42,25,63,223,74,42,fifa19
Riad Bajić,R. Bajić,ba,24,189,71,Delantero,3200000.0,15000.0,Zurdo,3,72,44,40,64,66,66,62,72,58,67,53,18,24,fifa19
Mickaël Le Bihan,M. Le Bihan,fr,28,184,71,Delantero,2400000.0,20000.0,Diestro,3,70,78,54,55,71,63,55,68,60,55,124,56,103,fifa19
Ceyhun Gülselam,C. Gülselam,tr,30,192,71,Centrocampista,1800000.0,9000.0,Diestro,3,80,48,63,68,57,52,53,83,75,69,218,74,253,fifa19
Mërgim Mavraj,M. Mavraj,al,32,189,71,Defensa,1400000.0,15000.0,Zurdo,3,77,70,45,60,29,31,41,29,26,62,218,66,300,fifa19
Gianluca Litteri,G. Litteri,it,30,186,71,Delantero,2300000.0,3000.0,Diestro,3,75,85,48,60,59,78,79,66,52,78,54,17,320,fifa19
Raphael Rossi Branco,Raphael Rossi,br,27,188,71,Defensa,2200000.0,20000.0,Diestro,1,79,76,42,58,46,55,47,33,35,56,202,71,303,fifa19
Mohammed Al Buraik,M. Al Buraik,sa,25,173,71,Defensa,2400000.0,20000.0,Diestro,3,51,77,68,66,69,81,85,64,50,84,201,64,69,fifa19
Jordy de Wijs,J. de Wijs,nl,23,189,71,Defensa,2600000.0,15000.0,Zurdo,3,70,72,64,55,40,41,48,80,57,69,207,68,256,fifa19
Álvaro Vázquez García,Álvaro,es,27,182,71,Delantero,2500000.0,8000.0,Diestro,3,67,73,60,62,69,72,73,73,69,66,109,33,233,fifa19
Ryota Oshima,R. Oshima,jp,25,168,71,Centrocampista,2500000.0,6000.0,Diestro,4,34,76,68,75,70,88,80,75,74,81,191,72,219,fifa19
Luigi Bruins,L. Bruins,nl,31,180,71,Centrocampista,2100000.0,6000.0,Diestro,4,56,73,70,72,74,54,65,69,70,64,175,62,406,fifa19
Tom Beugelsdijk,T. Beugelsdijk,nl,27,192,71,Defensa,2000000.0,7000.0,Diestro,3,73,72,51,60,41,48,46,56,33,64,213,65,258,fifa19
Wiliam Carlos Santoso Sampaio,Wiliam Santinho,br,34,195,71,Portero,950000.0,15000.0,Diestro,2,10,62,16,20,9,37,34,21,7,31,43,28,75,fifa19
Romain Del Castillo,R. Del Castillo,fr,22,172,71,Centrocampista,3300000.0,15000.0,Zurdo,3,44,69,64,70,75,76,75,70,67,69,115,30,133,fifa19
Max Aarons,M. Aarons,gb-eng,18,176,71,Defensa,4400000.0,8000.0,Diestro,3,52,52,56,68,71,84,82,46,36,80,213,65,214,fifa19
Raúl Lizoain Cruz,Raúl Lizoain,es,27,186,71,Portero,1900000.0,6000.0,Zurdo,2,15,70,22,15,12,47,55,25,12,42,41,20,404,fifa19
Alejandro Pérez Navarro,Álex Pérez,es,26,191,71,Defensa,2400000.0,7000.0,Diestro,3,75,45,54,64,37,40,34,57,25,62,208,71,195,fifa19
Loret Sadiku,L. Sadiku,xk,26,185,71,Centrocampista,2300000.0,9000.0,Diestro,3,54,74,70,73,53,58,44,77,69,71,209,72,137,fifa19
Yoann Barbet,Y. Barbet,fr,25,187,71,Defensa,2500000.0,20000.0,Zurdo,2,71,61,73,66,63,67,72,68,58,70,214,70,249,fifa19
Alexis Claude Maurice,A. Claude Maurice,fr,20,174,71,Centrocampista,5000000.0,5000.0,Diestro,3,43,48,62,67,72,90,86,70,71,74,120,21,378,fifa19
Jordan Hugill,J. Hugill,gb-eng,26,183,71,Delantero,2800000.0,30000.0,Diestro,2,78,86,25,63,65,69,76,73,58,84,104,28,257,fifa19
Sacha Kljestan,S. Kljestan,us,32,185,71,Centrocampista,1800000.0,6000.0,Diestro,4,67,75,71,76,69,52,55,70,67,72,157,59,107,fifa19
Jon McLaughlin,J. McLaughlin,gb-sct,30,188,71,Portero,1500000.0,8000.0,Diestro,3,14,60,41,27,16,57,54,27,19,37,55,18,398,fifa19
Benjamin Kololli,B. Kololli,xk,26,184,71,Centrocampista,2500000.0,10000.0,Diestro,3,57,68,65,68,70,76,79,72,64,74,163,52,415,fifa19
Wagner Mauro Orsi Vasquez,Wagner Orsinho,br,30,176,71,Defensa,1700000.0,15000.0,Zurdo,3,59,66,71,73,61,82,79,59,62,67,209,64,75,fifa19
Jalil Elías,J. Elías,ar,22,180,71,Centrocampista,2800000.0,8000.0,Diestro,2,54,63,69,72,67,70,72,65,59,77,204,70,144,fifa19
Muhammet Demir,M. Demir,tr,26,180,71,Delantero,2600000.0,10000.0,Diestro,3,64,74,66,69,72,74,72,77,72,67,91,32,337,fifa19
Thomas Kessler,T. Kessler,de,32,197,71,Portero,1400000.0,10000.0,Diestro,3,15,63,33,23,14,45,49,21,14,38,41,25,44,fifa19
Darío Lezcano,D. Lezcano,py,28,178,71,Delantero,2400000.0,20000.0,Diestro,4,68,87,63,68,72,81,83,71,69,77,107,47,300,fifa19
Carlos Ramírez,C. Ramírez,co,30,183,71,Defensa,1800000.0,2000.0,Zurdo,4,72,85,69,56,49,60,54,71,63,72,215,64,469,fifa19
Ousmane Coulibaly,O. Coulibaly,ml,28,183,71,Defensa,1900000.0,1000.0,Diestro,2,66,75,59,70,63,77,78,60,52,79,214,60,247,fifa19
William Owusu,W. Owusu,gh,28,186,71,Delantero,2400000.0,10000.0,Diestro,4,73,69,56,63,61,61,74,74,64,81,98,25,215,fifa19
Tyrone Mings,T. Mings,gb-eng,25,196,71,Defensa,2400000.0,10000.0,Zurdo,3,63,62,59,65,68,62,74,41,30,71,211,70,220,fifa19
Rúben Miguel Santos Fernandes,Rúben Fernandes,pt,32,185,71,Defensa,1400000.0,7000.0,Zurdo,3,71,77,59,64,47,61,65,65,51,75,207,70,207,fifa19
Claud Adjapong,C. Adjapong,it,20,180,71,Centrocampista,3800000.0,20000.0,Diestro,3,64,65,65,70,75,75,66,50,52,56,216,71,73,fifa19
Kamil Wilczek,K. Wilczek,pl,30,185,71,Delantero,2300000.0,20000.0,Zurdo,3,71,76,61,65,67,62,61,70,65,76,106,57,374,fifa19
Luisinho Lúcio Conradi Andrade,Luisinho Conradi,br,30,174,71,Defensa,1700000.0,20000.0,Zurdo,3,52,68,68,66,75,77,68,62,53,76,217,59,41,fifa19
Joaquín Fernández Moreno,Joaquín,es,22,190,71,Defensa,3600000.0,10000.0,Diestro,3,72,61,66,69,60,69,71,59,45,73,205,71,126,fifa19
João Pedro Reis Amaral,João Amaral,pt,26,172,71,Centrocampista,2500000.0,8000.0,Zurdo,3,52,49,48,62,74,85,88,71,66,81,111,24,416,fifa19
Berkay Özcan,B. Özcan,tr,20,180,71,Centrocampista,3400000.0,8000.0,Diestro,4,43,56,65,74,76,69,65,54,43,66,111,29,172,fifa19
Juan Pablo Vigón,J. Vigón,mx,26,174,71,Centrocampista,2500000.0,15000.0,Diestro,3,71,69,70,71,66,71,70,68,67,84,193,69,208,fifa19
Raúl López,R. López,mx,25,185,71,Defensa,2400000.0,15000.0,Diestro,3,66,59,70,72,72,75,78,74,74,80,196,64,200,fifa19
Arturo Calabresi,A. Calabresi,it,22,186,71,Defensa,3000000.0,15000.0,Diestro,3,65,68,42,53,48,54,69,45,29,66,224,72,169,fifa19
James Léa Siliki,J. Léa Siliki,fr,22,183,71,Centrocampista,3400000.0,15000.0,Zurdo,2,64,50,69,75,73,76,68,74,74,72,204,66,133,fifa19
Ömer Şişmanoğlu,Ö. Şişmanoğlu,de,28,186,71,Delantero,2400000.0,10000.0,Diestro,3,75,81,49,67,65,72,77,65,62,67,126,41,280,fifa19
Julien De Sart,J. De Sart,be,23,186,71,Centrocampista,2700000.0,8000.0,Diestro,3,72,58,73,72,65,57,60,75,71,80,203,71,371,fifa19
Jhonder Cádiz,J. Cádiz,ve,22,191,71,Delantero,3400000.0,5000.0,Diestro,2,73,54,44,58,67,61,67,75,56,68,80,24,304,fifa19
Hauke Wahl,H. Wahl,de,24,189,71,Defensa,2500000.0,7000.0,Diestro,3,71,80,43,50,40,54,63,44,24,68,212,73,397,fifa19
David Guzman,D. Guzman,cr,28,178,71,Centrocampista,1900000.0,6000.0,Diestro,3,61,63,77,70,69,60,57,71,64,77,205,65,187,fifa19
Christopher Avevor,C. Avevor,de,26,185,71,Defensa,2300000.0,10000.0,Diestro,2,68,81,59,62,48,62,73,58,41,55,206,63,313,fifa19
David Costas Cordal,David Costas,es,23,184,71,Defensa,2700000.0,10000.0,Diestro,3,75,74,65,70,55,68,67,46,44,66,210,76,28,fifa19
Alberto Tomás Botía Rabasco,Botía,es,29,189,71,Defensa,1800000.0,20000.0,Diestro,2,72,75,65,60,44,53,61,65,46,70,208,70,69,fifa19
Simone Romagnoli,S. Romagnoli,it,28,193,71,Defensa,1900000.0,4000.0,Diestro,2,75,70,51,54,52,56,55,43,44,68,214,70,260,fifa19
João Pedro Gomes Camacho,Camacho,pt,24,171,71,Delantero,3000000.0,8000.0,Diestro,3,43,41,59,65,75,79,78,76,68,74,91,26,455,fifa19
Cecilio Nauzet Pérez González,Nauzet,es,33,190,71,Portero,1200000.0,6000.0,Diestro,2,15,53,20,21,16,46,35,12,17,35,37,18,267,fifa19
Lukas Jutkiewicz,L. Jutkiewicz,gb-eng,29,185,71,Delantero,2400000.0,20000.0,Zurdo,4,80,87,51,59,63,56,64,74,60,70,116,33,297,fifa19
Michael Hector,M. Hector,jm,25,193,71,Defensa,2500000.0,15000.0,Diestro,3,73,67,58,62,60,57,70,68,44,66,209,68,377,fifa19
Facundo Erpen,F. Erpen,ar,35,180,71,Defensa,550000.0,7000.0,Diestro,3,74,76,57,62,46,50,34,70,60,67,207,68,432,fifa19
Jean-Luc Dompé,J. Dompé,fr,22,170,71,Delantero,3200000.0,15000.0,Diestro,2,41,78,71,68,76,81,76,80,78,66,107,39,241,fifa19
David Barbona,D. Barbona,ar,23,184,71,Centrocampista,3200000.0,8000.0,Diestro,4,45,69,65,67,74,79,85,67,58,70,123,26,339,fifa19
Damián Lemos,D. Lemos,ar,29,178,71,Centrocampista,1800000.0,10000.0,Diestro,3,72,77,66,64,60,62,68,46,36,87,216,73,470,fifa19
Zdravko Kuzmanović,Z. Kuzmanović,rs,30,186,71,Centrocampista,2200000.0,15000.0,Diestro,3,67,68,76,71,64,37,34,78,75,62,210,72,202,fifa19
Chanathip Songkrasin,C. Songkrasin,th,24,158,71,Delantero,3100000.0,4000.0,Diestro,3,47,35,62,68,77,88,83,61,67,79,68,32,421,fifa19
Benjamin Jeannot,B. Jeannot,fr,26,183,71,Delantero,2800000.0,10000.0,Diestro,3,66,68,58,64,64,66,63,72,70,53,69,31,224,fifa19
Rildo Andrade Felicissimo,Rildo,br,29,181,71,Centrocampista,2300000.0,5000.0,Diestro,3,57,58,52,60,77,87,90,68,61,71,101,39,271,fifa19
Adama Diomande,A. Diomande,no,28,180,71,Delantero,2400000.0,7000.0,Diestro,3,68,83,43,59,65,76,75,72,63,71,63,33,50,fifa19
Ali Al Habsi,A. Al Habsi,om,36,193,71,Portero,325000.0,10000.0,Diestro,2,16,74,25,67,14,41,55,22,12,41,52,22,69,fifa19
Rafael Mir Vicente,Rafa Mir,es,21,191,71,Delantero,4099999.9999999995,7000.0,Diestro,2,74,75,52,62,65,69,75,72,66,67,118,39,267,fifa19
Seung Joon Kim,Kim Seung Joon,kr,23,180,71,Delantero,3000000.0,6000.0,Diestro,4,64,56,59,69,70,85,82,69,66,81,76,45,466,fifa19
Patrick Burner,P. Burner,fr,22,170,71,Defensa,2800000.0,15000.0,Diestro,3,62,65,66,72,74,78,77,62,58,65,211,66,103,fifa19
Ricardo Martins de Araújo,Kadu,br,31,189,71,Defensa,1600000.0,15000.0,Diestro,2,72,76,35,59,26,54,54,47,27,58,215,74,197,fifa19
Hiroshi Kiyotake,H. Kiyotake,jp,28,172,71,Centrocampista,2400000.0,7000.0,Diestro,3,58,71,67,73,68,70,70,68,60,73,116,31,414,fifa19
Tom Clarke,T. Clarke,gb-eng,30,180,71,Defensa,1800000.0,10000.0,Diestro,3,68,91,41,42,26,50,56,55,27,66,213,70,265,fifa19
Frank Boeckx,F. Boeckx,be,31,181,71,Portero,1400000.0,10000.0,Diestro,3,13,56,37,37,15,32,36,34,13,24,50,26,176,fifa19
Tiago Pagnussat,Tiago,br,28,191,71,Defensa,2200000.0,10000.0,Diestro,2,75,70,44,49,38,56,55,44,24,62,212,68,204,fifa19
Milan Petržela,M. Petržela,cz,35,172,71,Centrocampista,1000000.0,500,Diestro,3,46,73,65,67,75,84,79,71,66,72,94,27,299,fifa19
Adryan Oliveira Tavares,Adryan,br,23,175,71,Centrocampista,3000000.0,15000.0,Diestro,4,44,61,68,69,76,78,76,62,63,67,106,38,303,fifa19
Youssouf Koné,Y. Koné,ml,22,174,71,Defensa,2800000.0,15000.0,Zurdo,3,55,61,50,70,70,82,80,36,34,68,210,67,59,fifa19
César Quintero,C. Quintero,co,29,189,71,Centrocampista,2300000.0,2000.0,Diestro,3,46,64,63,72,71,75,74,65,70,69,185,68,370,fifa19
Gergő Lovrencsics,G. Lovrencsics,hu,29,177,71,Defensa,0,0,Diestro,4,64,85,59,65,70,90,82,80,72,76,183,74,,fifa19
Rui Tiago Dantas da Silva,Rui Silva,pt,24,191,71,Portero,2400000.0,5000.0,Diestro,3,14,51,26,25,18,31,30,19,14,27,54,27,291,fifa19
Henk Veerman,H. Veerman,nl,27,201,71,Delantero,2500000.0,15000.0,Diestro,3,74,71,37,61,57,74,67,76,59,64,69,29,313,fifa19
Patrick Ebert,P. Ebert,de,31,176,71,Centrocampista,2000000.0,15000.0,Diestro,4,58,64,77,75,69,63,64,80,70,66,167,67,475,fifa19
David Marshall,D. Marshall,gb-sct,33,190,71,Portero,1200000.0,15000.0,Diestro,3,14,63,29,21,14,48,50,22,12,34,40,24,256,fifa19
Raúl Loaiza,R. Loaiza,co,24,180,71,Centrocampista,3100000.0,4000.0,Diestro,3,62,78,73,75,65,63,60,50,60,86,192,70,326,fifa19
Andy King,A. King,gb-wls,29,184,71,Centrocampista,2300000.0,30000.0,Diestro,3,73,75,67,72,69,63,58,72,69,71,205,69,263,fifa19
Nikola Đurđić,N. Đurđić,rs,32,184,71,Delantero,1900000.0,6000.0,Diestro,4,68,72,60,62,66,69,70,66,66,75,140,58,411,fifa19
Luděk Pernica,L. Pernica,cz,28,188,71,Defensa,2200000.0,1000.0,Diestro,3,67,75,57,65,47,68,66,54,45,70,212,71,299,fifa19
Jimmy Cabot,J. Cabot,fr,24,164,71,Centrocampista,3000000.0,6000.0,Diestro,3,38,63,52,64,79,92,91,63,63,66,75,37,378,fifa19
Phillipp Mwene,P. Mwene,at,24,172,71,Defensa,2600000.0,15000.0,Diestro,4,37,72,53,66,69,85,78,50,39,91,203,65,118,fifa19
Juan Fuentes,J. Fuentes,cl,23,175,71,Defensa,3200000.0,5000.0,Diestro,3,60,80,69,70,59,73,75,63,59,84,204,69,483,fifa19
Joaquín Laso,J. Laso,ar,27,187,71,Defensa,2200000.0,10000.0,Diestro,3,67,72,47,57,43,60,64,46,26,71,212,69,226,fifa19
Patricio Cucchi,P. Cucchi,ar,25,180,71,Delantero,3000000.0,5000.0,Diestro,4,69,66,55,66,68,80,79,69,59,78,101,25,326,fifa19
Juan Rodríguez,J. Rodríguez,co,25,180,71,Centrocampista,2900000.0,3000.0,Zurdo,3,42,67,75,77,70,76,68,60,62,79,137,37,394,fifa19
Gibrán Lajud,G. Lajud,mx,24,180,71,Portero,2300000.0,9000.0,Diestro,1,13,58,25,28,16,47,44,20,15,37,51,18,273,fifa19
André Filipe Alves Monteiro,Ukra,pt,30,176,71,Delantero,2200000.0,5000.0,Diestro,4,61,77,68,69,75,75,76,75,66,66,68,30,350,fifa19
Ahmed Gomaa,A. Gomaa,eg,30,178,71,Delantero,2300000.0,15000.0,Diestro,4,72,60,40,71,66,64,68,72,73,56,59,16,479,fifa19
Bismar Acosta,B. Acosta,cr,31,182,71,Defensa,1600000.0,4000.0,Diestro,3,68,80,60,56,45,49,49,64,53,71,207,65,393,fifa19
Márcio Anderson Tramontino Sá,Tramontinaldo,br,34,175,71,Defensa,675000.0,10000.0,Diestro,3,69,55,71,74,61,63,71,53,51,63,226,54,216,fifa19
Didier Lamkel Zé,D. Lamkel Zé,cm,21,192,71,Delantero,3300000.0,7000.0,Diestro,3,68,71,76,73,75,76,90,68,62,75,147,48,215,fifa19
Tyler Boyd,T. Boyd,nz,23,180,71,Centrocampista,3100000.0,10000.0,Diestro,3,44,59,44,65,74,84,82,70,65,72,46,12,261,fifa19
Hyeon Mu Kang,Kang Hyeon Mu,kr,23,185,71,Portero,2200000.0,4000.0,Diestro,3,19,50,22,29,20,42,47,20,13,27,58,23,484,fifa19
Luca Antei,L. Antei,it,26,188,71,Defensa,2500000.0,4000.0,Diestro,2,70,70,53,52,40,53,52,39,36,58,220,70,266,fifa19
Kellyn Acosta,K. Acosta,us,22,178,71,Centrocampista,3300000.0,5000.0,Diestro,5,66,79,67,71,71,77,77,79,73,90,192,66,329,fifa19
Jean-David Beauguel,J. Beauguel,fr,26,196,71,Delantero,2800000.0,1000.0,Zurdo,3,74,54,55,61,69,67,70,70,61,62,84,39,299,fifa19
Jacopo Dezi,J. Dezi,it,26,178,71,Centrocampista,2500000.0,20000.0,Diestro,3,52,75,70,72,71,77,75,59,60,93,187,62,153,fifa19
Carlos Quintana,C. Quintana,ar,30,190,71,Defensa,1800000.0,9000.0,Zurdo,3,75,70,63,67,42,50,51,52,27,68,206,71,314,fifa19
Anton Tinnerholm,A. Tinnerholm,se,27,176,71,Defensa,2000000.0,6000.0,Diestro,3,25,58,62,67,68,67,81,52,50,92,210,72,201,fifa19
Joseph Attamah,J. Attamah,gh,24,180,71,Defensa,2500000.0,10000.0,Diestro,2,66,78,66,69,51,70,68,69,61,77,213,70,24,fifa19
Gleison Bremer Silva Nascimento,Bremer,br,21,188,71,Defensa,3200000.0,15000.0,Diestro,2,75,75,54,66,55,64,67,49,21,54,207,70,51,fifa19
Andreu Fontàs Prat,Fontàs,es,28,185,71,Defensa,1900000.0,6000.0,Zurdo,3,69,45,76,75,58,30,31,58,47,44,212,72,235,fifa19
Edgar Prib,E. Prib,ru,28,180,71,Centrocampista,2400000.0,20000.0,Zurdo,3,55,71,67,72,73,70,68,74,76,60,202,66,166,fifa19
Luis Quintana,L. Quintana,mx,26,178,71,Defensa,2500000.0,15000.0,Diestro,3,65,87,60,64,62,54,55,49,43,76,212,67,283,fifa19
