name,nickname,country_code,age,height,average,global_position,value,wage,best_foot,weak_foot_5stars,heading,jump,long_pass,short_pass,dribbling,acceleration,speed,shot_power,long_shot,stamina,defense,interception,team_id_fk,game
Evanildo Borges Barbosa Júnior,Juninho,br,22,171,70,Defensa,2000000.0,10000.0,Zurdo,2,54,61,67,72,73,80,80,60,60,62,218,63,111,fifa13
Souleymane Doukara,S. Doukara,sn,20,186,70,Delantero,2000000.0,9000.0,Diestro,3,66,53,55,71,72,69,69,80,60,61,80,24,71,fifa13
Innocent Emeghara,I. Emeghara,ch,23,170,70,Delantero,2400000.0,9000.0,Diestro,2,70,80,44,61,71,88,86,68,58,62,92,25,158,fifa13
Mike Jensen,M. Jensen,dk,24,177,70,Centrocampista,750000.0,9000.0,Diestro,3,53,60,64,74,71,81,78,73,55,70,203,69,223,fifa13
Ricardo Fuller,R. Fuller,jm,32,191,70,Delantero,850000.0,7000.0,Diestro,3,69,67,49,63,74,71,64,74,66,54,95,34,347,fifa13
Krisztián Vadócz,K. Vadócz,hu,27,188,70,Centrocampista,1100000.0,8000.0,Diestro,4,63,58,74,74,60,53,54,79,69,75,196,67,280,fifa13
Kamel Chafni,K. Chafni,ma,30,181,70,Centrocampista,900000.0,6000.0,Diestro,3,67,58,72,74,74,73,71,71,62,65,137,68,186,fifa13
Mbaye Leye,M. Leye,sn,29,182,70,Delantero,1100000.0,6000.0,Diestro,4,72,87,64,65,68,74,75,68,66,81,100,46,182,fifa13
Diego Novaretti,D. Novaretti,ar,27,193,70,Defensa,1100000.0,10000.0,Zurdo,3,73,34,62,65,34,55,57,45,35,72,212,67,224,fifa13
Paulo César Silva Peixoto,César Peixoto,pt,32,184,70,Centrocampista,675000.0,5000.0,Zurdo,3,69,82,70,73,73,52,54,78,66,67,202,68,200,fifa13
Lee Camp,L. Camp,gb-nir,27,183,70,Portero,575000.0,6000.0,Diestro,3,13,73,30,24,13,35,40,22,11,51,32,24,109,fifa13
Garath McCleary,G. McCleary,jm,25,188,70,Centrocampista,1500000.0,8000.0,Diestro,4,63,73,50,63,76,87,86,73,68,69,91,31,180,fifa13
Anderson Grasiane Silva,Anderson,br,29,189,70,Defensa,750000.0,7000.0,Diestro,3,70,61,58,65,50,41,41,65,54,56,214,69,51,fifa13
Franco Arizala,F. Arizala,co,26,182,70,Delantero,1700000.0,9000.0,Diestro,3,69,76,65,68,75,83,81,72,69,77,81,40,240,fifa13
Abdoulaye Faye,A. Faye,sn,34,187,70,Defensa,250000.0,4000.0,Diestro,3,76,74,56,52,40,36,31,40,31,52,210,68,208,fifa13
Steven Caldwell,S. Caldwell,gb-sct,31,187,70,Defensa,575000.0,7000.0,Diestro,4,72,81,50,65,47,53,53,41,37,71,208,71,348,fifa13
Florian Dick,F. Dick,de,27,184,70,Defensa,1300000.0,7000.0,Diestro,3,68,69,63,65,61,68,67,77,67,75,214,65,209,fifa13
Gaizka Toquero Pinedo,Toquero,es,27,182,70,Delantero,1200000.0,6000.0,Diestro,3,78,90,54,59,62,72,74,82,52,79,130,41,33,fifa13
Ronny Rodelin,R. Rodelin,fr,22,192,70,Delantero,2400000.0,10000.0,Diestro,2,72,71,61,69,73,72,78,67,64,74,79,32,36,fifa13
Mads Junker,M. Junker,dk,31,186,70,Delantero,950000.0,7000.0,Diestro,2,70,55,59,71,67,67,69,67,65,73,80,24,305,fifa13
Stephen Henderson,S. Henderson,ie,24,193,70,Portero,1300000.0,9000.0,Diestro,3,18,62,33,27,16,51,44,18,15,55,45,21,121,fifa13
Carlos Reina Aranda,Aranda,es,31,186,70,Delantero,950000.0,2000.0,Diestro,3,67,64,48,60,70,60,66,81,72,56,76,31,130,fifa13
Thomas Heurtaux,T. Heurtaux,fr,23,183,70,Defensa,1800000.0,9000.0,Diestro,3,64,68,65,67,23,51,54,27,25,50,222,63,24,fifa13
Caio Canedo Corrêa,Caio,br,21,178,70,Delantero,2900000.0,10000.0,Diestro,3,67,72,61,68,77,77,79,68,63,66,95,24,73,fifa13
Luis Felipe Dias do Nascimento,Luis Felipe,br,21,178,70,Defensa,2000000.0,10000.0,Diestro,4,58,81,55,60,71,73,81,76,63,72,221,70,111,fifa13
Chang Soo Kim,Kim Chang Soo,kr,26,178,70,Defensa,0,0,Diestro,3,64,83,64,67,64,84,86,54,63,79,204,74,,fifa13
Michy Batshuayi,M. Batshuayi,be,18,186,70,Delantero,2700000.0,9000.0,Diestro,3,64,74,35,61,72,74,75,71,69,58,81,22,191,fifa13
Cristian Chagas Tarouco,Titi,br,24,188,70,Defensa,1700000.0,8000.0,Zurdo,2,69,48,35,40,44,47,49,50,20,65,215,74,216,fifa13
Mathieu Peybernès,M. Peybernès,fr,21,187,70,Defensa,2300000.0,9000.0,Diestro,3,69,70,58,62,43,74,69,35,33,68,215,71,165,fifa13
Sebastián Dubarbier,S. Dubarbier,ar,26,177,70,Centrocampista,1900000.0,9000.0,Zurdo,3,57,77,62,63,68,81,80,55,49,87,172,68,349,fifa13
Dániel Böde,D. Böde,hu,25,190,70,Delantero,0,0,Diestro,4,80,82,62,61,59,57,59,68,57,69,93,36,,fifa13
Carles Gil d. Vicent,Carles Gil,es,19,170,70,Centrocampista,2800000.0,9000.0,Zurdo,3,32,62,68,70,79,75,71,58,68,58,80,28,146,fifa13
Pavle Ninkov,P. Ninkov,rs,27,181,70,Defensa,1300000.0,7000.0,Diestro,3,56,68,68,74,60,53,66,62,62,76,206,73,86,fifa13
Jérémy Taravel,J. Taravel,fr,25,191,70,Defensa,950000.0,6000.0,Zurdo,4,71,72,63,64,35,71,72,68,32,66,207,71,273,fifa13
Mickaël Poté,M. Poté,bj,27,180,70,Delantero,1200000.0,6000.0,Diestro,3,75,82,46,63,65,77,81,73,61,59,66,19,350,fifa13
David Ducourtioux,D. Ducourtioux,fr,34,177,70,Centrocampista,170000.0,4000.0,Diestro,3,68,75,73,72,61,56,67,72,73,64,222,72,181,fifa13
André Franco Moritz,André Moritz,br,25,187,70,Centrocampista,1700000.0,8000.0,Zurdo,3,50,46,67,75,68,73,72,73,72,73,123,40,175,fifa13
Even Hovland,E. Hovland,no,23,190,70,Defensa,2300000.0,10000.0,Diestro,3,60,73,53,57,33,75,74,65,55,70,211,76,148,fifa13
Matt McKay,M. McKay,au,29,171,70,Centrocampista,0,0,Zurdo,4,34,69,68,76,66,71,74,62,58,92,161,64,,fifa13
Alessandro Carrozza,A. Carrozza,it,30,178,70,Delantero,900000.0,6000.0,Diestro,4,49,64,55,67,73,81,83,68,62,72,74,39,265,fifa13
Domenico Berardi,D. Berardi,it,17,185,70,Delantero,3100000.0,5000.0,Zurdo,3,58,55,59,69,72,80,80,64,69,52,67,23,327,fifa13
Armand Traoré,A. Traoré,sn,22,185,70,Defensa,2000000.0,8000.0,Zurdo,2,68,59,67,74,74,86,85,65,49,75,211,56,35,fifa13
Erik Huseklepp,E. Huseklepp,no,27,186,70,Delantero,1200000.0,8000.0,Diestro,3,60,73,50,68,73,88,83,68,68,71,98,50,351,fifa13
Wanderson do Carmo,Wanderson,br,26,180,70,Delantero,1700000.0,9000.0,Diestro,3,62,56,70,73,75,76,71,81,70,67,47,13,184,fifa13
Daniele Padelli,D. Padelli,it,26,191,70,Portero,925000.0,8000.0,Diestro,2,10,65,29,26,10,40,40,29,10,30,39,14,24,fifa13
Arnaldo Edi Lopes da Silva,Edinho,pt,29,182,70,Delantero,1100000.0,6000.0,Diestro,3,73,82,42,57,63,66,66,76,62,63,80,37,220,fifa13
Marcos Rogério Ricci Lopes,Pará,br,26,171,70,Defensa,1300000.0,10000.0,Diestro,2,52,76,65,65,64,86,79,74,64,85,209,62,93,fifa13
Chris Burke,C. Burke,gb-sct,28,175,70,Centrocampista,1000000.0,5000.0,Diestro,4,36,73,58,65,72,84,79,71,70,78,102,26,217,fifa13
Jonathan Hogg,J. Hogg,gb-eng,23,170,70,Centrocampista,1700000.0,8000.0,Diestro,3,58,73,67,71,68,76,74,70,63,81,209,68,266,fifa13
Daniele Capelli,D. Capelli,it,26,186,70,Defensa,1100000.0,7000.0,Diestro,3,68,69,58,54,35,49,49,68,40,33,224,72,72,fifa13
Rogelio Gabriel Funes Mori,R. Funes Mori,ar,21,185,70,Delantero,3100000.0,15000.0,Diestro,3,76,80,30,45,68,72,77,68,63,72,66,33,157,fifa13
Sam Byram,S. Byram,gb-eng,18,181,70,Defensa,2300000.0,5000.0,Diestro,3,67,67,59,68,67,76,75,68,59,75,207,68,250,fifa13
Hernán Losada,H. Losada,ar,30,172,70,Centrocampista,1100000.0,6000.0,Diestro,4,41,62,67,69,74,69,64,66,67,65,94,51,352,fifa13
Pontus Farnerud,P. Farnerud,se,32,177,70,Centrocampista,675000.0,9000.0,Diestro,3,33,71,75,77,72,64,57,69,68,45,156,55,291,fifa13
Lerato Chabangu,L. Chabangu,za,26,180,70,Centrocampista,0,0,Diestro,4,78,71,69,73,70,78,75,70,71,70,45,46,,fifa13
Cedrick Mabwati,Cedrick,cd,20,167,70,Centrocampista,2200000.0,8000.0,Diestro,4,41,88,47,58,74,93,90,63,53,74,87,34,282,fifa13
Charis Mavrias,C. Mavrias,gr,18,177,70,Delantero,2900000.0,9000.0,Diestro,4,55,54,64,69,73,84,88,62,55,66,77,20,127,fifa13
Jürgen Säumel,J. Säumel,at,27,180,70,Centrocampista,875000.0,6000.0,Zurdo,3,65,70,69,68,64,69,74,66,67,75,201,67,353,fifa13
Fabio Sciacca,F. Sciacca,it,23,184,70,Centrocampista,2000000.0,9000.0,Diestro,4,64,72,72,74,72,68,68,84,72,69,194,66,71,fifa13
João Pedro Guerra Cunha,João Pedro,pt,26,174,70,Centrocampista,2200000.0,10000.0,Diestro,3,54,59,63,68,75,76,78,71,69,69,74,27,99,fifa13
Cícero João De Cezare,Cicinho,br,32,171,70,Defensa,475000.0,6000.0,Diestro,3,60,80,65,70,76,78,78,80,61,68,208,65,172,fifa13
François Modesto,F. Modesto,fr,33,183,70,Centrocampista,275000.0,8000.0,Diestro,2,62,76,64,68,60,61,68,53,62,81,223,70,113,fifa13
Daniel Pudil,D. Pudil,cz,26,183,70,Centrocampista,1900000.0,9000.0,Zurdo,2,59,66,69,67,69,78,81,82,72,84,207,69,266,fifa13
Jérémy Sorbon,J. Sorbon,fr,28,183,69,Defensa,575000.0,4000.0,Diestro,3,70,71,55,58,29,68,66,42,29,58,214,61,311,fifa13
Kassim Abdallah,K. Abdallah,km,25,186,69,Defensa,775000.0,8000.0,Diestro,2,73,79,53,63,51,78,67,43,21,79,208,72,30,fifa13
Sergio Araujo,S. Araujo,ar,20,180,69,Delantero,1900000.0,2000.0,Diestro,4,57,57,44,53,81,71,67,55,70,62,72,19,167,fifa13
Antonio Hidalgo Morilla,Antonio Hidalgo,es,33,183,69,Centrocampista,350000.0,3000.0,Diestro,3,45,59,72,76,61,58,66,62,64,75,144,57,255,fifa13
Dan Nistor,D. Nistor,ro,24,180,69,Centrocampista,0,0,Diestro,5,55,59,69,73,64,68,73,72,78,68,189,62,,fifa13
Benjamin Moukandjo,B. Moukandjo,cm,23,180,69,Centrocampista,1200000.0,6000.0,Diestro,3,68,71,56,67,72,91,87,77,64,55,61,31,173,fifa13
Marvin Sordell,M. Sordell,gb-eng,21,177,69,Delantero,1600000.0,6000.0,Diestro,3,56,74,58,61,69,84,84,66,61,79,96,24,179,fifa13
Ricardo Osorio,R. Osorio,mx,32,173,69,Defensa,300000.0,4000.0,Diestro,3,70,86,67,64,62,70,68,60,39,51,218,76,142,fifa13
Luke Chambers,L. Chambers,gb-eng,26,185,69,Defensa,775000.0,5000.0,Diestro,3,72,84,49,51,22,64,61,39,23,68,204,69,338,fifa13
Steve Colpaert,S. Colpaert,be,25,177,69,Defensa,575000.0,4000.0,Diestro,4,66,83,56,61,46,71,69,50,36,81,216,67,182,fifa13
Rémy Riou,R. Riou,fr,24,189,69,Portero,575000.0,5000.0,Diestro,3,11,58,33,35,11,43,51,31,12,32,36,27,230,fifa13
Michel Morganella,M. Morganella,ch,23,182,69,Centrocampista,950000.0,5000.0,Diestro,3,54,68,64,70,69,70,78,64,58,77,212,69,56,fifa13
Sandro Wagner,S. Wagner,de,24,194,69,Delantero,1000000.0,5000.0,Diestro,4,76,54,35,64,62,66,66,75,68,61,65,37,160,fifa13
Gennaro Troianiello,G. Troianiello,it,29,176,69,Delantero,675000.0,4000.0,Diestro,3,47,51,50,67,68,78,80,69,65,75,116,41,327,fifa13
Lasse Sobiech,L. Sobiech,de,21,196,69,Defensa,1400000.0,6000.0,Diestro,3,83,57,48,61,28,52,67,79,30,63,203,65,201,fifa13
Dexter Blackstock,D. Blackstock,ag,26,186,69,Delantero,1000000.0,6000.0,Zurdo,3,74,85,34,52,67,72,75,70,62,67,104,37,237,fifa13
Mark Bunn,M. Bunn,gb-eng,27,183,69,Portero,800000.0,5000.0,Diestro,3,10,68,42,17,15,48,46,26,13,49,43,21,109,fifa13
Gaël Givet,G. Givet,fr,30,181,69,Defensa,425000.0,4000.0,Zurdo,3,72,80,57,62,45,55,55,47,31,66,208,72,218,fifa13
Kevin McKenna,K. McKenna,ca,32,190,69,Defensa,300000.0,4000.0,Diestro,2,86,75,58,59,40,32,33,75,61,51,200,64,190,fifa13
Morgaro Gomis,M. Gomis,sn,26,175,69,Centrocampista,625000.0,4000.0,Zurdo,2,63,70,67,71,71,74,76,70,72,77,210,68,217,fifa13
Nikolaos Karampelas,N. Karampelas,gr,27,179,69,Defensa,650000.0,5000.0,Zurdo,3,45,67,57,58,59,75,76,49,36,75,217,69,119,fifa13
Luiz Antônio de Souza Soares,Luiz Antônio,br,21,184,69,Centrocampista,1300000.0,8000.0,Diestro,3,69,67,66,69,69,67,75,75,69,76,208,69,100,fifa13
Iván Cuéllar Sacristán,Iván Cuéllar,es,28,187,69,Portero,800000.0,5000.0,Zurdo,2,12,66,17,22,13,59,60,23,11,43,36,23,245,fifa13
Luis Javier García Sanz,Luis García,es,34,177,69,Delantero,375000.0,6000.0,Zurdo,5,66,71,68,72,70,68,64,70,69,50,85,30,235,fifa13
Luke Moore,L. Moore,gb-eng,26,180,69,Delantero,1400000.0,6000.0,Diestro,3,68,69,43,63,68,79,79,71,56,65,63,49,53,fifa13
Václav Kadlec,V. Kadlec,cz,20,179,69,Delantero,0,0,Diestro,3,61,78,54,58,71,89,88,61,60,57,80,39,,fifa13
Ariza Makukula,A. Makukula,pt,31,193,69,Delantero,575000.0,4000.0,Diestro,3,78,45,42,63,66,44,48,80,65,39,50,22,287,fifa13
Johan Cavalli,J. Cavalli,fr,30,170,69,Centrocampista,650000.0,4000.0,Zurdo,3,54,42,70,74,68,68,66,64,67,63,132,42,125,fifa13
Gary Harkins,G. Harkins,gb-sct,27,188,69,Centrocampista,725000.0,4000.0,Diestro,3,74,49,66,69,73,69,72,67,61,83,165,53,354,fifa13
Matthew Connolly,M. Connolly,gb-eng,24,188,69,Defensa,1000000.0,5000.0,Diestro,3,71,67,51,51,54,65,67,57,47,72,208,63,150,fifa13
Ailton José Almeida,Ailton,br,27,180,69,Delantero,725000.0,4000.0,Diestro,3,50,59,47,50,83,74,75,64,62,61,86,51,228,fifa13
Bruno Henrique Fortunato Aguiar,Bruno Aguiar,br,26,186,69,Defensa,650000.0,5000.0,Diestro,2,60,61,46,58,51,33,43,78,62,60,209,73,172,fifa13
Aron Jóhannsson,A. Jóhannsson,is,21,184,69,Delantero,1700000.0,7000.0,Zurdo,3,64,57,51,62,68,79,78,75,73,60,61,26,116,fifa13
Jeff Louis,J. Louis,ht,19,178,69,Centrocampista,1700000.0,6000.0,Diestro,3,52,59,65,73,66,73,72,69,64,83,171,54,173,fifa13
Matthias Lehmann,M. Lehmann,de,29,177,69,Centrocampista,400000.0,4000.0,Diestro,3,64,80,68,71,65,66,68,78,74,81,207,67,190,fifa13
Vangelis Moras,V. Moras,gr,30,193,69,Defensa,425000.0,4000.0,Diestro,3,71,66,45,52,45,58,54,42,36,54,210,73,265,fifa13
Gianluca Musacci,G. Musacci,it,25,180,69,Centrocampista,1100000.0,2000.0,Diestro,3,57,73,74,72,66,77,70,65,71,69,177,65,285,fifa13
Willian Roberto Farias,Willian Farias,br,23,176,69,Centrocampista,1000000.0,6000.0,Diestro,3,62,72,57,63,44,74,73,73,67,79,221,77,54,fifa13
Mohammed Al Sahlawi,M. Al Sahlawi,sa,25,178,69,Delantero,800000.0,5000.0,Diestro,4,81,90,26,55,67,73,76,67,68,73,36,15,211,fifa13
Dariusz Dudka,D. Dudka,pl,28,182,69,Centrocampista,725000.0,5000.0,Diestro,3,76,71,72,70,58,52,58,73,55,45,210,80,119,fifa13
Alessandro Potenza,A. Potenza,it,28,185,69,Defensa,500000.0,4000.0,Diestro,3,65,68,64,66,60,69,60,64,44,66,214,73,71,fifa13
Norman Theuerkauf,N. Theuerkauf,de,25,183,69,Centrocampista,725000.0,5000.0,Zurdo,3,61,65,64,69,63,56,61,73,64,84,205,66,203,fifa13
Mario Gaspar Pérez Martínez,Mario Gaspar,es,21,182,69,Defensa,1400000.0,6000.0,Diestro,3,51,79,60,59,58,74,79,66,50,82,209,72,85,fifa13
Constant Djakpa,C. Djakpa,ci,25,177,69,Defensa,1000000.0,5000.0,Zurdo,3,62,74,66,69,71,83,75,69,51,80,211,59,80,fifa13
Leon Balogun,L. Balogun,de,24,190,69,Defensa,775000.0,5000.0,Diestro,3,71,64,55,63,63,68,78,60,37,76,206,66,163,fifa13
Grégory Cerdan,G. Cerdan,fr,29,190,69,Defensa,450000.0,4000.0,Zurdo,3,71,65,64,61,22,43,46,52,40,62,211,54,284,fifa13
Jorge De Olivera,J. De Olivera,ar,29,194,69,Portero,300000.0,4000.0,Diestro,3,9,63,25,10,18,57,56,12,15,55,37,20,229,fifa13
Heinrich Schmidtgal,H. Schmidtgal,kz,26,174,69,Defensa,775000.0,5000.0,Zurdo,3,60,69,58,68,67,79,77,75,63,82,205,66,201,fifa13
Fellipe Ramos Ignez Bastos,Fellipe Bastos,br,22,178,69,Centrocampista,800000.0,5000.0,Diestro,3,60,79,65,66,69,61,63,79,58,72,200,74,197,fifa13
Sean St. Ledger,S. St. Ledger,ie,27,181,69,Defensa,575000.0,4000.0,Diestro,3,69,81,58,62,51,70,72,55,59,75,204,66,318,fifa13
Peter Larsson,P. Larsson,se,28,187,69,Defensa,575000.0,5000.0,Diestro,3,74,70,43,36,21,42,46,32,43,51,203,70,249,fifa13
Marcus Hahnemann,M. Hahnemann,us,40,191,69,Portero,0,2000.0,Diestro,3,9,54,21,29,7,48,43,25,13,21,36,22,68,fifa13
Sascha Bigalke,S. Bigalke,de,22,167,69,Centrocampista,1400000.0,6000.0,Diestro,4,36,60,61,67,73,91,78,65,59,66,53,51,190,fifa13
Felix Borja,F. Borja,ec,29,181,69,Delantero,675000.0,5000.0,Diestro,3,75,73,51,62,67,73,77,72,60,57,97,42,242,fifa13
Sören Gonther,S. Gonther,de,25,186,69,Defensa,650000.0,5000.0,Diestro,4,68,68,35,49,31,72,79,56,28,59,211,69,279,fifa13
Jonathan Delaplace,J. Delaplace,fr,26,168,69,Centrocampista,525000.0,4000.0,Diestro,3,38,77,66,68,66,84,82,56,61,91,186,73,182,fifa13
Christoph Janker,C. Janker,de,27,185,69,Defensa,575000.0,4000.0,Diestro,3,68,74,39,59,33,65,55,61,29,63,206,64,160,fifa13
Christian Grindheim,C. Grindheim,no,28,179,69,Centrocampista,625000.0,6000.0,Diestro,4,63,69,68,69,63,51,62,81,72,74,149,70,270,fifa13
Veroljub Salatic,V. Salatic,ch,26,185,69,Centrocampista,725000.0,5000.0,Diestro,3,67,62,59,68,57,63,62,65,56,70,203,77,204,fifa13
Bruno do Nascimento,Bruno,br,26,175,69,Defensa,775000.0,6000.0,Diestro,3,58,73,70,73,75,70,75,66,52,75,207,68,51,fifa13
Dennis Oliech,D. Oliech,ke,27,181,69,Delantero,1000000.0,6000.0,Diestro,3,64,64,51,61,70,90,92,78,64,71,59,23,125,fifa13
Jorge Daniel Hernández,J. Hernández,mx,23,170,69,Centrocampista,1000000.0,7000.0,Diestro,3,56,80,63,67,66,77,75,74,69,80,194,72,171,fifa13
Jeff Hendrick,J. Hendrick,ie,20,185,69,Centrocampista,1600000.0,5000.0,Diestro,3,62,66,75,75,65,65,68,65,50,72,197,72,256,fifa13
Simone Rizzato,S. Rizzato,it,30,174,69,Centrocampista,550000.0,4000.0,Zurdo,3,58,73,60,65,64,88,84,72,50,95,175,60,314,fifa13
Álvaro Vadillo Cifuentes,Vadillo,es,17,180,69,Delantero,1600000.0,4000.0,Diestro,3,44,64,52,53,83,91,85,56,66,66,67,38,39,fifa13
Abdullah Al Enezi,A. Al Enezi,sa,21,183,69,Portero,750000.0,5000.0,Diestro,3,10,60,17,24,12,46,42,15,17,44,50,20,211,fifa13
Ovidiu Hoban,O. Hoban,ro,29,182,69,Centrocampista,0,0,Diestro,3,78,80,67,70,54,66,70,70,70,76,206,72,,fifa13
Mahmoud Fathalla,M. Fathalla,eg,30,183,69,Defensa,0,0,Diestro,3,67,74,34,59,22,59,71,44,37,66,216,58,,fifa13
Tommy Smith,T. Smith,gb-eng,32,179,69,Centrocampista,400000.0,4000.0,Diestro,3,55,69,60,71,73,66,66,72,70,62,114,23,150,fifa13
Víctor Álvarez Delgado,Víctor Álvarez,es,19,178,69,Defensa,900000.0,7000.0,Zurdo,3,57,68,55,58,58,79,77,52,56,78,207,69,70,fifa13
Vladan Kujovic,V. Kujovic,rs,33,185,69,Portero,210000.0,5000.0,Diestro,2,11,57,35,36,14,59,57,22,10,52,32,21,147,fifa13
Eric Mathoho,E. Mathoho,za,22,190,69,Defensa,1700000.0,8000.0,Diestro,3,70,70,56,48,45,70,71,55,21,75,217,69,123,fifa13
Réginal Goreux,R. Goreux,ht,24,175,69,Defensa,650000.0,5000.0,Diestro,4,61,78,69,67,66,81,79,78,71,73,206,64,281,fifa13
Fernando Cavenaghi,F. Cavenaghi,ar,28,181,69,Delantero,725000.0,6000.0,Diestro,4,57,55,49,66,62,65,63,76,80,64,57,26,171,fifa13
Jonathan Hayes,J. Hayes,ie,24,170,69,Centrocampista,775000.0,5000.0,Zurdo,3,29,70,61,65,73,80,82,66,52,81,124,47,345,fifa13
Ján Mucha,J. Mucha,sk,29,189,69,Portero,300000.0,4000.0,Diestro,3,12,71,28,19,11,41,42,13,10,32,36,23,43,fifa13
Stuart Taylor,S. Taylor,gb-eng,31,196,69,Portero,300000.0,4000.0,Diestro,2,19,32,17,27,10,51,52,24,12,51,32,23,180,fifa13
Marwin Hitz,M. Hitz,ch,24,192,69,Portero,800000.0,5000.0,Diestro,3,17,67,24,28,12,41,46,37,11,39,41,22,22,fifa13
Óscar Duarte,Ó. Duarte,cr,23,185,69,Defensa,825000.0,7000.0,Diestro,3,70,67,53,61,47,64,70,46,23,66,207,64,147,fifa13
Didier Ovono Ebang,D. Ovono Ebang,ga,29,186,69,Portero,300000.0,4000.0,Diestro,2,19,71,23,26,13,53,53,21,11,54,39,22,165,fifa13
Salman Al Faraj,S. Al Faraj,sa,22,175,69,Centrocampista,1300000.0,8000.0,Zurdo,3,42,56,69,73,71,79,76,60,46,81,192,57,161,fifa13
Michael Silberbauer,M. Silberbauer,dk,30,183,69,Centrocampista,550000.0,5000.0,Diestro,3,61,79,70,75,64,63,65,76,64,76,183,73,280,fifa13
Aldo Angoula,A. Angoula,fr,31,184,69,Defensa,350000.0,4000.0,Diestro,3,65,72,59,60,40,51,53,20,39,53,208,74,159,fifa13
Roberto Volpato Neto,Roberto,br,32,193,69,Portero,240000.0,4000.0,Diestro,3,13,54,26,30,15,43,50,33,6,52,33,20,197,fifa13
Daniel Örlund,D. Örlund,se,32,194,69,Portero,240000.0,6000.0,Diestro,3,13,62,35,37,19,56,51,21,11,50,34,16,223,fifa13
Panagiotis Glykos,P. Glykos,gr,25,189,69,Portero,300000.0,4000.0,Diestro,2,10,60,10,10,15,41,44,37,11,30,33,3,189,fifa13
Jamie Mackie,J. Mackie,gb-sct,26,173,69,Centrocampista,900000.0,5000.0,Diestro,3,67,67,50,65,70,78,78,67,63,88,160,46,35,fifa13
Jordan Remacle,J. Remacle,be,25,174,69,Delantero,775000.0,5000.0,Diestro,4,36,69,66,67,71,77,72,65,67,67,81,27,355,fifa13
Leigh Griffiths,L. Griffiths,gb-sct,21,175,69,Delantero,1900000.0,6000.0,Zurdo,4,65,59,59,62,65,83,82,73,73,70,40,21,356,fifa13
Michael Jacobs,M. Jacobs,gb-eng,20,175,69,Centrocampista,1300000.0,6000.0,Diestro,3,42,33,64,62,73,76,73,60,60,73,134,48,256,fifa13
Jack McInerney,J. McInerney,us,19,175,69,Delantero,1100000.0,3000.0,Diestro,3,66,70,38,54,65,69,74,68,54,73,93,43,225,fifa13
Jairo Samperio Bustara,Jairo,es,18,170,69,Centrocampista,1200000.0,4000.0,Diestro,3,31,67,54,58,75,83,80,52,62,58,54,14,357,fifa13
Marvin Plattenhardt,M. Plattenhardt,de,20,181,69,Defensa,1400000.0,6000.0,Zurdo,3,65,75,67,72,70,74,75,65,47,69,204,64,129,fifa13
Rafał Wolski,R. Wolski,pl,19,179,69,Centrocampista,1800000.0,7000.0,Diestro,4,41,80,59,70,76,79,66,82,52,54,92,48,18,fifa13
Alexander Walke,A. Walke,de,29,189,69,Portero,300000.0,6000.0,Diestro,3,12,70,18,17,18,56,33,26,13,38,39,21,244,fifa13
Macnelly Torres,M. Torres,co,27,170,69,Centrocampista,0,0,Diestro,3,62,73,65,67,75,74,73,68,62,65,35,31,,fifa13
Christophe Berra,C. Berra,gb-sct,27,191,69,Defensa,500000.0,4000.0,Zurdo,3,73,57,58,62,45,60,67,49,23,76,211,69,192,fifa13
Marco Pappa,M. Pappa,gt,24,178,69,Delantero,900000.0,6000.0,Zurdo,4,47,48,69,62,77,72,69,81,72,69,153,41,117,fifa13
Róbert Mak,R. Mak,sk,21,179,69,Centrocampista,1300000.0,5000.0,Diestro,4,57,76,50,68,75,84,83,71,60,71,45,34,129,fifa13
Andy Najar,A. Najar,hn,19,170,69,Centrocampista,1600000.0,8000.0,Diestro,4,55,54,66,69,74,84,72,72,62,60,169,58,104,fifa13
Rafael Pinheiro Andrade Bittencourt,Rafael,br,30,187,69,Portero,350000.0,4000.0,Zurdo,3,10,63,24,25,13,43,31,41,13,41,53,9,265,fifa13
Chad Marshall,C. Marshall,us,27,193,69,Defensa,500000.0,5000.0,Zurdo,4,71,78,65,60,53,50,55,62,51,81,198,70,239,fifa13
Jean-Sylvain Babin,J. Babin,fr,25,182,69,Defensa,575000.0,2000.0,Diestro,3,76,88,53,63,28,47,54,85,61,85,198,67,289,fifa13
Julien Faubert,J. Faubert,fr,28,180,69,Centrocampista,625000.0,5000.0,Diestro,3,56,68,66,68,69,79,81,75,59,68,195,66,55,fifa13
Boris Pandža,B. Pandža,ba,25,188,69,Defensa,775000.0,5000.0,Diestro,4,76,78,52,53,27,61,65,61,24,73,206,61,305,fifa13
Zlatko Dedič,Z. Dedič,si,27,182,69,Delantero,725000.0,5000.0,Diestro,3,65,62,48,64,73,81,82,70,68,77,88,32,341,fifa13
Jean-François Rivière,J. Rivière,fr,35,178,69,Delantero,300000.0,0,Diestro,4,75,72,69,68,61,54,54,72,64,51,41,45,358,fifa13
Stephen Hunt,S. Hunt,ie,30,172,69,Centrocampista,550000.0,4000.0,Zurdo,3,65,65,64,69,73,70,68,69,75,60,150,49,192,fifa13
José Elber Pimentel da Silva,Elber,br,20,170,69,Centrocampista,2200000.0,6000.0,Diestro,4,52,67,53,61,83,90,87,69,63,63,44,21,98,fifa13
John Alvbåge,J. Alvbåge,se,29,187,69,Portero,300000.0,6000.0,Zurdo,2,16,44,31,22,11,42,35,28,13,31,45,23,291,fifa13
